product_id,sku,name,description,features,material,length_mm,dimensions,capacity,weight_kg,corrosion_resistant,uom,country_of_manufacture,category_id,timestamp,processed_timestamp
81020890-A,81020890-A,,,,,,,,,False,,,,2025-11-17 09:32:36.163329,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.163336,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.163362,2025-11-17T09:40:42.470026
40202810,40202810,,,,,,,,,False,,,,2025-11-17 09:32:36.163365,2025-11-17T09:40:42.470026
DA1532-0080-P2-SI,DA1532-0080-P2-SI,Pocket Door Pack for Large Door DA1532-0080-P2-SI,"The DA1532-0080-P2-SI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 18kg, the DA1532-0080-P2-SI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P2-SI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P2-SI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 18kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.163614,2025-11-17T09:40:42.470026
81020690-A,81020690-A,,,,,,,,,False,,,,2025-11-17 09:32:36.163619,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.163623,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.163626,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.163630,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.163634,2025-11-17T09:40:42.470026
DA1532-0080-P2-PO,DA1532-0080-P2-PO,Pocket Door Pack for Large Door DA1532-0080-P2-PO,"The DA1532-0080-P2-PO pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 18kg, the DA1532-0080-P2-PO pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P2-PO pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P2-PO pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 18kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.163872,2025-11-17T09:40:42.470026
81020790-A,81020790-A,,,,,,,,,False,,,,2025-11-17 09:32:36.163876,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.163880,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.163884,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.163887,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.163891,2025-11-17T09:40:42.470026
DA1532-0080-P2-TI,DA1532-0080-P2-TI,Pocket Door Pack for Large Door DA1532-0080-P2-TI,"The DA1532-0080-P2-TI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 18kg, the DA1532-0080-P2-TI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P2-TI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P2-TI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 18kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.164144,2025-11-17T09:40:42.470026
81020890-A,81020890-A,,,,,,,,,False,,,,2025-11-17 09:32:36.164149,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164153,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.164157,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.164160,2025-11-17T09:40:42.470026
40202810,40202810,,,,,,,,,False,,,,2025-11-17 09:32:36.164164,2025-11-17T09:40:42.470026
DA1532-0080-P3-SI,DA1532-0080-P3-SI,Pocket Door Pack for Large Door DA1532-0080-P3-SI,"The DA1532-0080-P3-SI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 27kg, the DA1532-0080-P3-SI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P3-SI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P3-SI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 27kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.164410,2025-11-17T09:40:42.470026
81020690-A,81020690-A,,,,,,,,,False,,,,2025-11-17 09:32:36.164415,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164419,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164423,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.164427,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.164430,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.164434,2025-11-17T09:40:42.470026
DA1532-0080-P3-PO,DA1532-0080-P3-PO,Pocket Door Pack for Large Door DA1532-0080-P3-PO,"The DA1532-0080-P3-PO pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 27kg, the DA1532-0080-P3-PO pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P3-PO pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P3-PO pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 27kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.164676,2025-11-17T09:40:42.470026
81020790-A,81020790-A,,,,,,,,,False,,,,2025-11-17 09:32:36.164680,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164684,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164689,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.164693,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.164696,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.164700,2025-11-17T09:40:42.470026
DA1532-0080-P3-TI,DA1532-0080-P3-TI,Pocket Door Pack for Large Door DA1532-0080-P3-TI,"The DA1532-0080-P3-TI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 27kg, the DA1532-0080-P3-TI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P3-TI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P3-TI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 27kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.164948,2025-11-17T09:40:42.470026
81020890-A,81020890-A,,,,,,,,,False,,,,2025-11-17 09:32:36.164952,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164956,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.164960,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.164964,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.164968,2025-11-17T09:40:42.470026
40202810,40202810,,,,,,,,,False,,,,2025-11-17 09:32:36.164971,2025-11-17T09:40:42.470026
DA1532-0080-P4-SI,DA1532-0080-P4-SI,Pocket Door Pack for Large Door DA1532-0080-P4-SI,"The DA1532-0080-P4-SI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 45kg, the DA1532-0080-P4-SI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P4-SI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P4-SI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 45kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.165218,2025-11-17T09:40:42.470026
81020690-A,81020690-A,,,,,,,,,False,,,,2025-11-17 09:32:36.165223,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165227,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165231,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.165234,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.165238,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.165241,2025-11-17T09:40:42.470026
DA1532-0080-P4-PO,DA1532-0080-P4-PO,Pocket Door Pack for Large Door DA1532-0080-P4-PO,"The DA1532-0080-P4-PO pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 45kg, the DA1532-0080-P4-PO pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P4-PO pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P4-PO pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 45kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.165485,2025-11-17T09:40:42.470026
81020790-A,81020790-A,,,,,,,,,False,,,,2025-11-17 09:32:36.165489,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165493,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165497,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.165501,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.165504,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.165508,2025-11-17T09:40:42.470026
DA1532-0080-P4-TI,DA1532-0080-P4-TI,Pocket Door Pack for Large Door DA1532-0080-P4-TI,"The DA1532-0080-P4-TI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 45kg, the DA1532-0080-P4-TI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0080-P4-TI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0080-P4-TI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 45kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17421.0,{'length_mm': [80]},,,False,Kit,,93.0,2025-11-17 09:32:36.165747,2025-11-17T09:40:42.470026
81020890-A,81020890-A,,,,,,,,,False,,,,2025-11-17 09:32:36.165751,2025-11-17T09:40:42.470026
DA1532-0080-2,DA1532-0080-2,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165755,2025-11-17T09:40:42.470026
DA1532-0080U,DA1532-0080U,,,,,,{'length_mm': [80]},,,False,,,,2025-11-17 09:32:36.165759,2025-11-17T09:40:42.470026
DS1532-BRKT,DS1532-BRKT,,,,,,,,,False,,,,2025-11-17 09:32:36.165763,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.165767,2025-11-17T09:40:42.470026
40202810,40202810,,,,,,,,,False,,,,2025-11-17 09:32:36.165770,2025-11-17T09:40:42.470026
DA1532-0085-P1-SI,DA1532-0085-P1-SI,Pocket Door Pack for Large Door DA1532-0085-P1-SI,"The DA1532-0085-P1-SI pocket door slide: Accuride’s answer to heavy-duty wardrobes and cabinets As the recommended pocket door slide for doors of up to 9kg, the DA1532-0085-P1-SI pocket door system has been designed with large wardrobe doors and tall room dividers in mind. Easy to setup The DA1532-0085-P1-SI pocket door slide is quicker to install compared to other similar pocket door slides on the market due to there being fewer components and a simplified cable alignment. This therefore saves the fitter money by allowing them to complete the installation quickly and then move on to the next job. See the product installation guide for a step-by-step guide on how to install the product The option to cut the product to length Cut the linear track to the exact length of the cabinet, rather than compromising to standard stock lengths. This allows you to maximise the door travel to fit your cabinet depth. Easier to clean Thanks to its recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required. This means that the DA1532-0085-P1-SI pocket door slide is more hygienic and well suited to the medical or food industries. Soft close hinge feature The integrated soft close hinge mechanism helps to reduce the impact and noise of the door closing, providing a quieter and more comfortable living space. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads and the kits for tall doors contain a centre slide to avoid flexing of the door. Supporting high loads with smooth movement The recirculating linear guide system is designed for supporting high loads of up to 9kg. Configurating the DA1532 pocket door pack If you need a variation of our DA1532 pocket door slide for a different sized door, visit our product configurator to change your requirements. The DA1532 slide system is configured based on the size of the door. To find out which combination is suitable for your application, simply enter the cabinet depth, door height, door thickness and the fit of the door (inset or partial overlay) into the product configurator. This will then suggest the appropriate DA1532 kit for your application.","Not suitable for flat mounting Cable system for synchronised slide opening Simple installation due to fewer components and a simplified cable alignment process Due to the recirculating ball cassettes, it is less likely to trap dirt and dust and can be wiped and regreased when required Soft close hinge mechanism helps to reduce the impact and noise of the door closing",,17424.0,{'length_mm': [85]},,,False,Kit,,93.0,2025-11-17 09:32:36.166016,2025-11-17T09:40:42.470026
81020690-A,81020690-A,,,,,,,,,False,,,,2025-11-17 09:32:36.166020,2025-11-17T09:40:42.470026
DA1532-0085-2,DA1532-0085-2,,,,,,{'length_mm': [85]},,,False,,,,2025-11-17 09:32:36.166024,2025-11-17T09:40:42.470026
40202610,40202610,,,,,,,,,False,,,,2025-11-17 09:32:36.166028,2025-11-17T09:40:42.470026
40202710,40202710,,,,,,,,,False,,,,2025-11-17 09:32:36.166031,2025-11-17T09:40:42.470026
